ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp
114,51,59,96,126,10.26136529,56.24203279,25/09/2014 03:30
109,46,64,91,123,10.26136529,56.24203279,25/09/2014 03:35
105,46,61,92,128,10.26136529,56.24203279,25/09/2014 03:40
103,51,64,89,124,10.26136529,56.24203279,25/09/2014 03:45
99,48,61,84,121,10.26136529,56.24203279,25/09/2014 03:50
96,45,60,80,123,10.26136529,56.24203279,25/09/2014 03:55
94,48,58,80,125,10.26136529,56.24203279,25/09/2014 04:00
99,51,63,79,126,10.26136529,56.24203279,25/09/2014 04:05
103,54,61,76,130,10.26136529,56.24203279,25/09/2014 04:10
101,58,61,71,132,10.26136529,56.24203279,25/09/2014 04:15
105,61,59,75,127,10.26136529,56.24203279,25/09/2014 04:20
100,60,59,72,127,10.26136529,56.24203279,25/09/2014 04:25
102,57,61,75,122,10.26136529,56.24203279,25/09/2014 04:30
107,55,63,72,121,10.26136529,56.24203279,25/09/2014 04:35
111,53,60,68,118,10.26136529,56.24203279,25/09/2014 04:40
116,55,65,70,122,10.26136529,56.24203279,25/09/2014 04:45
119,55,65,69,122,10.26136529,56.24203279,25/09/2014 04:50
122,50,70,64,121,10.26136529,56.24203279,25/09/2014 04:55
120,54,74,61,124,10.26136529,56.24203279,25/09/2014 05:00
115,53,79,61,122,10.26136529,56.24203279,25/09/2014 05:05
119,48,78,58,126,10.26136529,56.24203279,25/09/2014 05:10
119,49,82,56,121,10.26136529,56.24203279,25/09/2014 05:15
120,48,79,59,119,10.26136529,56.24203279,25/09/2014 05:20
121,44,77,64,114,10.26136529,56.24203279,25/09/2014 05:25
123,45,76,67,115,10.26136529,56.24203279,25/09/2014 05:30
124,42,79,62,113,10.26136529,56.24203279,25/09/2014 05:35
128,41,79,57,109,10.26136529,56.24203279,25/09/2014 05:40
129,43,77,53,109,10.26136529,56.24203279,25/09/2014 05:45
132,40,78,50,105,10.26136529,56.24203279,25/09/2014 05:50
136,40,79,54,104,10.26136529,56.24203279,25/09/2014 05:55
141,45,81,56,107,10.26136529,56.24203279,25/09/2014 06:00
141,47,84,55,112,10.26136529,56.24203279,25/09/2014 06:05
140,48,82,53,108,10.26136529,56.24203279,25/09/2014 06:10
145,51,83,56,108,10.26136529,56.24203279,25/09/2014 06:15
150,51,88,51,107,10.26136529,56.24203279,25/09/2014 06:20
149,48,92,51,102,10.26136529,56.24203279,25/09/2014 06:25
147,43,91,48,98,10.26136529,56.24203279,25/09/2014 06:30
150,42,92,45,93,10.26136529,56.24203279,25/09/2014 06:35
147,40,87,43,90,10.26136529,56.24203279,25/09/2014 06:40
149,38,90,44,85,10.26136529,56.24203279,25/09/2014 06:45
148,39,88,39,90,10.26136529,56.24203279,25/09/2014 06:50
151,37,84,43,93,10.26136529,56.24203279,25/09/2014 06:55
155,36,87,38,95,10.26136529,56.24203279,25/09/2014 07:00
159,32,84,40,100,10.26136529,56.24203279,25/09/2014 07:05
160,37,88,42,104,10.26136529,56.24203279,25/09/2014 07:10
156,32,88,37,104,10.26136529,56.24203279,25/09/2014 07:15
156,28,86,42,105,10.26136529,56.24203279,25/09/2014 07:20
161,23,88,41,106,10.26136529,56.24203279,25/09/2014 07:25
164,21,90,44,110,10.26136529,56.24203279,25/09/2014 07:30
165,17,93,42,115,10.26136529,56.24203279,25/09/2014 07:35
167,19,88,37,111,10.26136529,56.24203279,25/09/2014 07:40
162,24,85,32,106,10.26136529,56.24203279,25/09/2014 07:45
161,21,86,30,101,10.26136529,56.24203279,25/09/2014 07:50
166,22,84,35,103,10.26136529,56.24203279,25/09/2014 07:55
167,24,81,32,98,10.26136529,56.24203279,25/09/2014 08:00
169,24,85,34,93,10.26136529,56.24203279,25/09/2014 08:05
172,28,89,29,91,10.26136529,56.24203279,25/09/2014 08:10
171,29,93,28,93,10.26136529,56.24203279,25/09/2014 08:15
175,34,98,27,92,10.26136529,56.24203279,25/09/2014 08:20
177,37,97,25,87,10.26136529,56.24203279,25/09/2014 08:25
180,40,94,23,90,10.26136529,56.24203279,25/09/2014 08:30
184,41,94,27,90,10.26136529,56.24203279,25/09/2014 08:35
183,42,89,32,85,10.26136529,56.24203279,25/09/2014 08:40
187,45,94,32,80,10.26136529,56.24203279,25/09/2014 08:45
187,46,93,29,85,10.26136529,56.24203279,25/09/2014 08:50
189,42,93,32,84,10.26136529,56.24203279,25/09/2014 08:55
194,46,88,36,85,10.26136529,56.24203279,25/09/2014 09:00
195,49,83,40,84,10.26136529,56.24203279,25/09/2014 09:05
191,46,84,38,86,10.26136529,56.24203279,25/09/2014 09:10
193,41,80,34,84,10.26136529,56.24203279,25/09/2014 09:15
196,43,79,34,81,10.26136529,56.24203279,25/09/2014 09:20
200,44,80,30,83,10.26136529,56.24203279,25/09/2014 09:25
200,42,84,29,85,10.26136529,56.24203279,25/09/2014 09:30
201,46,81,34,85,10.26136529,56.24203279,25/09/2014 09:35
205,42,83,35,88,10.26136529,56.24203279,25/09/2014 09:40
201,45,85,30,93,10.26136529,56.24203279,25/09/2014 09:45
200,43,80,32,93,10.26136529,56.24203279,25/09/2014 09:50
199,47,81,32,91,10.26136529,56.24203279,25/09/2014 09:55
198,43,86,36,91,10.26136529,56.24203279,25/09/2014 10:00
199,44,84,39,93,10.26136529,56.24203279,25/09/2014 10:05
203,45,85,44,98,10.26136529,56.24203279,25/09/2014 10:10
208,50,82,44,94,10.26136529,56.24203279,25/09/2014 10:15
212,46,83,39,93,10.26136529,56.24203279,25/09/2014 10:20
211,51,83,41,96,10.26136529,56.24203279,25/09/2014 10:25
203,53,83,36,92,10.26136529,56.24203279,25/09/2014 10:30
207,53,79,35,92,10.26136529,56.24203279,25/09/2014 10:35
211,48,83,32,93,10.26136529,56.24203279,25/09/2014 10:40
201,46,82,31,97,10.26136529,56.24203279,25/09/2014 10:45
196,50,83,30,102,10.26136529,56.24203279,25/09/2014 10:50
200,53,78,25,104,10.26136529,56.24203279,25/09/2014 10:55
197,50,82,20,106,10.26136529,56.24203279,25/09/2014 11:00
200,47,83,22,109,10.26136529,56.24203279,25/09/2014 11:05
197,50,86,25,107,10.26136529,56.24203279,25/09/2014 11:10
201,49,85,29,110,10.26136529,56.24203279,25/09/2014 11:15
204,47,87,26,113,10.26136529,56.24203279,25/09/2014 11:20
199,42,86,21,113,10.26136529,56.24203279,25/09/2014 11:25
195,37,83,19,111,10.26136529,56.24203279,25/09/2014 11:30
197,39,85,25,110,10.26136529,56.24203279,25/09/2014 11:35
198,35,82,27,110,10.26136529,56.24203279,25/09/2014 11:40
196,34,77,27,109,10.26136529,56.24203279,25/09/2014 11:45
201,32,77,31,105,10.26136529,56.24203279,25/09/2014 11:50
196,28,81,28,108,10.26136529,56.24203279,25/09/2014 11:55
197,31,80,33,112,10.26136529,56.24203279,25/09/2014 12:00
201,26,75,34,110,10.26136529,56.24203279,25/09/2014 12:05
201,29,78,35,113,10.26136529,56.24203279,25/09/2014 12:10
202,34,81,40,109,10.26136529,56.24203279,25/09/2014 12:15
204,30,80,35,107,10.26136529,56.24203279,25/09/2014 12:20
203,28,75,39,104,10.26136529,56.24203279,25/09/2014 12:25
208,27,73,39,99,10.26136529,56.24203279,25/09/2014 12:30
212,30,70,43,101,10.26136529,56.24203279,25/09/2014 12:35
209,29,75,42,100,10.26136529,56.24203279,25/09/2014 12:40
214,34,79,46,104,10.26136529,56.24203279,25/09/2014 12:45
208,32,74,47,101,10.26136529,56.24203279,25/09/2014 12:50
209,31,69,51,106,10.26136529,56.24203279,25/09/2014 12:55
214,26,71,47,101,10.26136529,56.24203279,25/09/2014 13:00
204,22,69,42,101,10.26136529,56.24203279,25/09/2014 13:05
207,18,64,45,96,10.26136529,56.24203279,25/09/2014 13:10
207,26,63,44,99,10.26136529,56.24203279,25/09/2014 13:15
212,23,63,49,95,10.26136529,56.24203279,25/09/2014 13:20
209,21,60,49,90,10.26136529,56.24203279,25/09/2014 13:25
209,17,60,45,88,10.26136529,56.24203279,25/09/2014 13:30
209,26,61,50,92,10.26136529,56.24203279,25/09/2014 13:35
205,27,56,48,92,10.26136529,56.24203279,25/09/2014 13:40
200,22,55,49,90,10.26136529,56.24203279,25/09/2014 13:45
203,24,52,52,89,10.26136529,56.24203279,25/09/2014 13:50
203,22,49,53,87,10.26136529,56.24203279,25/09/2014 13:55
206,22,44,50,88,10.26136529,56.24203279,25/09/2014 14:00
209,22,40,52,83,10.26136529,56.24203279,25/09/2014 14:05
213,18,38,50,82,10.26136529,56.24203279,25/09/2014 14:10
207,23,37,54,79,10.26136529,56.24203279,25/09/2014 14:15
204,28,38,59,77,10.26136529,56.24203279,25/09/2014 14:20
204,24,37,61,81,10.26136529,56.24203279,25/09/2014 14:25
208,28,34,63,82,10.26136529,56.24203279,25/09/2014 14:30
207,29,38,62,79,10.26136529,56.24203279,25/09/2014 14:35
212,34,36,63,77,10.26136529,56.24203279,25/09/2014 14:40
210,36,31,65,75,10.26136529,56.24203279,25/09/2014 14:45
208,34,32,69,73,10.26136529,56.24203279,25/09/2014 14:50
209,32,28,72,78,10.26136529,56.24203279,25/09/2014 14:55
213,30,30,71,82,10.26136529,56.24203279,25/09/2014 15:00
207,29,27,69,82,10.26136529,56.24203279,25/09/2014 15:05
212,29,28,67,77,10.26136529,56.24203279,25/09/2014 15:10
205,33,27,62,81,10.26136529,56.24203279,25/09/2014 15:15
207,31,25,62,82,10.26136529,56.24203279,25/09/2014 15:20
206,32,25,61,79,10.26136529,56.24203279,25/09/2014 15:25
203,35,23,63,84,10.26136529,56.24203279,25/09/2014 15:30
202,38,26,60,88,10.26136529,56.24203279,25/09/2014 15:35
206,33,30,57,91,10.26136529,56.24203279,25/09/2014 15:40
207,31,28,56,96,10.26136529,56.24203279,25/09/2014 15:45
211,27,24,56,98,10.26136529,56.24203279,25/09/2014 15:50
208,23,22,58,99,10.26136529,56.24203279,25/09/2014 15:55
207,20,22,60,99,10.26136529,56.24203279,25/09/2014 16:00
206,15,27,64,100,10.26136529,56.24203279,25/09/2014 16:05
206,17,26,69,96,10.26136529,56.24203279,25/09/2014 16:10
208,20,28,71,94,10.26136529,56.24203279,25/09/2014 16:15
208,20,27,66,99,10.26136529,56.24203279,25/09/2014 16:20
210,18,29,66,104,10.26136529,56.24203279,25/09/2014 16:25
207,26,30,62,107,10.26136529,56.24203279,25/09/2014 16:30
208,25,28,65,110,10.26136529,56.24203279,25/09/2014 16:35
211,29,30,64,106,10.26136529,56.24203279,25/09/2014 16:40
210,30,29,65,105,10.26136529,56.24203279,25/09/2014 16:45
212,26,26,64,106,10.26136529,56.24203279,25/09/2014 16:50
202,31,30,60,108,10.26136529,56.24203279,25/09/2014 16:55
207,36,27,61,107,10.26136529,56.24203279,25/09/2014 17:00
205,33,22,59,108,10.26136529,56.24203279,25/09/2014 17:05
204,36,23,60,108,10.26136529,56.24203279,25/09/2014 17:10
207,40,24,63,112,10.26136529,56.24203279,25/09/2014 17:15
208,42,27,63,115,10.26136529,56.24203279,25/09/2014 17:20
204,45,31,58,113,10.26136529,56.24203279,25/09/2014 17:25
201,42,34,57,112,10.26136529,56.24203279,25/09/2014 17:30
196,39,34,59,112,10.26136529,56.24203279,25/09/2014 17:35
199,35,35,59,116,10.26136529,56.24203279,25/09/2014 17:40
198,39,38,60,117,10.26136529,56.24203279,25/09/2014 17:45
203,37,36,64,115,10.26136529,56.24203279,25/09/2014 17:50
200,40,38,62,114,10.26136529,56.24203279,25/09/2014 17:55
201,37,43,62,114,10.26136529,56.24203279,25/09/2014 18:00
196,40,46,65,109,10.26136529,56.24203279,25/09/2014 18:05
199,37,51,66,107,10.26136529,56.24203279,25/09/2014 18:10
204,32,51,64,110,10.26136529,56.24203279,25/09/2014 18:15
207,34,51,66,112,10.26136529,56.24203279,25/09/2014 18:20
209,34,46,68,112,10.26136529,56.24203279,25/09/2014 18:25
207,29,45,64,116,10.26136529,56.24203279,25/09/2014 18:30
210,24,46,67,120,10.26136529,56.24203279,25/09/2014 18:35
207,24,50,64,120,10.26136529,56.24203279,25/09/2014 18:40
206,28,47,66,121,10.26136529,56.24203279,25/09/2014 18:45
210,25,46,70,120,10.26136529,56.24203279,25/09/2014 18:50
209,23,43,74,118,10.26136529,56.24203279,25/09/2014 18:55
210,23,41,74,118,10.26136529,56.24203279,25/09/2014 19:00
209,28,37,70,118,10.26136529,56.24203279,25/09/2014 19:05
206,24,35,67,117,10.26136529,56.24203279,25/09/2014 19:10
206,23,30,66,121,10.26136529,56.24203279,25/09/2014 19:15
210,24,30,61,118,10.26136529,56.24203279,25/09/2014 19:20
208,20,25,60,117,10.26136529,56.24203279,25/09/2014 19:25
203,18,27,56,119,10.26136529,56.24203279,25/09/2014 19:30
199,27,22,54,120,10.26136529,56.24203279,25/09/2014 19:35
200,22,21,49,121,10.26136529,56.24203279,25/09/2014 19:40
195,26,23,54,126,10.26136529,56.24203279,25/09/2014 19:45
191,21,18,52,130,10.26136529,56.24203279,25/09/2014 19:50
189,23,23,55,131,10.26136529,56.24203279,25/09/2014 19:55
192,25,19,60,134,10.26136529,56.24203279,25/09/2014 20:00
192,28,21,57,130,10.26136529,56.24203279,25/09/2014 20:05
189,27,26,59,127,10.26136529,56.24203279,25/09/2014 20:10
186,26,30,55,123,10.26136529,56.24203279,25/09/2014 20:15
181,28,25,57,127,10.26136529,56.24203279,25/09/2014 20:20
178,31,26,58,131,10.26136529,56.24203279,25/09/2014 20:25
182,33,31,56,128,10.26136529,56.24203279,25/09/2014 20:30
187,29,36,59,129,10.26136529,56.24203279,25/09/2014 20:35
190,29,37,61,128,10.26136529,56.24203279,25/09/2014 20:40
190,34,41,65,125,10.26136529,56.24203279,25/09/2014 20:45
191,39,39,67,124,10.26136529,56.24203279,25/09/2014 20:50
188,36,41,70,122,10.26136529,56.24203279,25/09/2014 20:55
189,35,38,69,119,10.26136529,56.24203279,25/09/2014 21:00
192,36,38,71,121,10.26136529,56.24203279,25/09/2014 21:05
189,34,43,66,116,10.26136529,56.24203279,25/09/2014 21:10
184,29,38,61,112,10.26136529,56.24203279,25/09/2014 21:15
185,28,36,61,115,10.26136529,56.24203279,25/09/2014 21:20
187,24,36,60,113,10.26136529,56.24203279,25/09/2014 21:25
189,26,36,62,110,10.26136529,56.24203279,25/09/2014 21:30
190,21,34,57,113,10.26136529,56.24203279,25/09/2014 21:35
195,20,33,56,115,10.26136529,56.24203279,25/09/2014 21:40
192,18,35,55,114,10.26136529,56.24203279,25/09/2014 21:45
188,21,36,57,117,10.26136529,56.24203279,25/09/2014 21:50
193,25,31,62,119,10.26136529,56.24203279,25/09/2014 21:55
194,27,35,61,117,10.26136529,56.24203279,25/09/2014 22:00
198,28,30,60,118,10.26136529,56.24203279,25/09/2014 22:05
202,26,34,64,121,10.26136529,56.24203279,25/09/2014 22:10
205,28,37,69,121,10.26136529,56.24203279,25/09/2014 22:15
201,31,35,69,118,10.26136529,56.24203279,25/09/2014 22:20
199,35,32,74,117,10.26136529,56.24203279,25/09/2014 22:25
203,33,36,69,120,10.26136529,56.24203279,25/09/2014 22:30
200,28,41,64,115,10.26136529,56.24203279,25/09/2014 22:35
203,23,40,68,118,10.26136529,56.24203279,25/09/2014 22:40
207,25,40,68,115,10.26136529,56.24203279,25/09/2014 22:45
204,23,44,71,115,10.26136529,56.24203279,25/09/2014 22:50
199,28,46,73,112,10.26136529,56.24203279,25/09/2014 22:55
203,29,51,71,117,10.26136529,56.24203279,25/09/2014 23:00
198,34,49,74,115,10.26136529,56.24203279,25/09/2014 23:05
193,32,52,78,112,10.26136529,56.24203279,25/09/2014 23:10
198,36,57,74,110,10.26136529,56.24203279,25/09/2014 23:15
198,39,56,76,106,10.26136529,56.24203279,25/09/2014 23:20
195,41,60,80,106,10.26136529,56.24203279,25/09/2014 23:25
194,40,62,76,104,10.26136529,56.24203279,25/09/2014 23:30
196,43,64,72,108,10.26136529,56.24203279,25/09/2014 23:35
200,39,67,74,111,10.26136529,56.24203279,25/09/2014 23:40
201,39,62,74,108,10.26136529,56.24203279,25/09/2014 23:45
200,36,58,70,106,10.26136529,56.24203279,25/09/2014 23:50
200,37,58,75,108,10.26136529,56.24203279,25/09/2014 23:55
198,35,61,74,104,10.26136529,56.24203279,26/09/2014 00:00
201,33,64,71,103,10.26136529,56.24203279,26/09/2014 00:05
205,36,64,68,101,10.26136529,56.24203279,26/09/2014 00:10
202,31,63,73,106,10.26136529,56.24203279,26/09/2014 00:15
205,36,60,77,101,10.26136529,56.24203279,26/09/2014 00:20
209,37,60,72,102,10.26136529,56.24203279,26/09/2014 00:25
208,38,58,76,104,10.26136529,56.24203279,26/09/2014 00:30
205,33,59,77,105,10.26136529,56.24203279,26/09/2014 00:35
200,34,63,78,107,10.26136529,56.24203279,26/09/2014 00:40
195,37,62,74,109,10.26136529,56.24203279,26/09/2014 00:45
193,37,65,74,112,10.26136529,56.24203279,26/09/2014 00:50
198,33,65,78,110,10.26136529,56.24203279,26/09/2014 00:55
200,33,69,82,114,10.26136529,56.24203279,26/09/2014 01:00
205,36,74,86,109,10.26136529,56.24203279,26/09/2014 01:05
203,39,75,82,112,10.26136529,56.24203279,26/09/2014 01:10
206,37,76,85,112,10.26136529,56.24203279,26/09/2014 01:15
201,42,75,83,115,10.26136529,56.24203279,26/09/2014 01:20
201,47,79,86,113,10.26136529,56.24203279,26/09/2014 01:25
203,43,77,83,113,10.26136529,56.24203279,26/09/2014 01:30
198,38,78,84,113,10.26136529,56.24203279,26/09/2014 01:35
199,34,76,87,117,10.26136529,56.24203279,26/09/2014 01:40
199,34,74,91,115,10.26136529,56.24203279,26/09/2014 01:45
202,38,76,87,110,10.26136529,56.24203279,26/09/2014 01:50
199,34,71,83,115,10.26136529,56.24203279,26/09/2014 01:55
195,38,66,87,113,10.26136529,56.24203279,26/09/2014 02:00
191,42,67,84,109,10.26136529,56.24203279,26/09/2014 02:05
190,37,69,85,106,10.26136529,56.24203279,26/09/2014 02:10
188,35,72,80,103,10.26136529,56.24203279,26/09/2014 02:15
192,33,75,82,103,10.26136529,56.24203279,26/09/2014 02:20
197,35,79,81,101,10.26136529,56.24203279,26/09/2014 02:25
199,33,79,76,101,10.26136529,56.24203279,26/09/2014 02:30
204,36,74,71,97,10.26136529,56.24203279,26/09/2014 02:35
205,39,74,66,92,10.26136529,56.24203279,26/09/2014 02:40
204,40,69,70,87,10.26136529,56.24203279,26/09/2014 02:45
207,39,73,67,84,10.26136529,56.24203279,26/09/2014 02:50
205,43,69,69,79,10.26136529,56.24203279,26/09/2014 02:55
209,46,64,73,75,10.26136529,56.24203279,26/09/2014 03:00
207,42,66,77,71,10.26136529,56.24203279,26/09/2014 03:05
204,38,64,82,73,10.26136529,56.24203279,26/09/2014 03:10
206,39,61,79,73,10.26136529,56.24203279,26/09/2014 03:15
204,37,63,78,75,10.26136529,56.24203279,26/09/2014 03:20
200,35,65,79,76,10.26136529,56.24203279,26/09/2014 03:25
204,39,62,75,75,10.26136529,56.24203279,26/09/2014 03:30
200,35,62,80,75,10.26136529,56.24203279,26/09/2014 03:35
205,33,60,85,76,10.26136529,56.24203279,26/09/2014 03:40
204,33,56,82,73,10.26136529,56.24203279,26/09/2014 03:45
201,32,59,84,70,10.26136529,56.24203279,26/09/2014 03:50
206,34,63,85,72,10.26136529,56.24203279,26/09/2014 03:55
209,36,65,90,72,10.26136529,56.24203279,26/09/2014 04:00
212,33,61,90,75,10.26136529,56.24203279,26/09/2014 04:05
208,34,61,94,71,10.26136529,56.24203279,26/09/2014 04:10
207,37,62,94,71,10.26136529,56.24203279,26/09/2014 04:15
210,35,65,92,67,10.26136529,56.24203279,26/09/2014 04:20
205,32,62,95,70,10.26136529,56.24203279,26/09/2014 04:25
206,34,57,92,72,10.26136529,56.24203279,26/09/2014 04:30
209,29,61,92,76,10.26136529,56.24203279,26/09/2014 04:35
210,32,56,92,78,10.26136529,56.24203279,26/09/2014 04:40
211,27,54,93,83,10.26136529,56.24203279,26/09/2014 04:45
203,32,57,94,87,10.26136529,56.24203279,26/09/2014 04:50
207,29,53,95,88,10.26136529,56.24203279,26/09/2014 04:55
208,30,57,96,87,10.26136529,56.24203279,26/09/2014 05:00
206,35,61,95,86,10.26136529,56.24203279,26/09/2014 05:05
203,38,62,97,90,10.26136529,56.24203279,26/09/2014 05:10
202,36,64,97,90,10.26136529,56.24203279,26/09/2014 05:15
200,38,67,96,86,10.26136529,56.24203279,26/09/2014 05:20
204,35,65,100,85,10.26136529,56.24203279,26/09/2014 05:25
205,37,64,95,90,10.26136529,56.24203279,26/09/2014 05:30
208,34,69,95,87,10.26136529,56.24203279,26/09/2014 05:35
205,38,73,98,91,10.26136529,56.24203279,26/09/2014 05:40
208,42,71,99,89,10.26136529,56.24203279,26/09/2014 05:45
205,45,66,97,91,10.26136529,56.24203279,26/09/2014 05:50
201,46,64,97,95,10.26136529,56.24203279,26/09/2014 05:55
201,51,65,92,92,10.26136529,56.24203279,26/09/2014 06:00
197,56,65,91,88,10.26136529,56.24203279,26/09/2014 06:05
193,59,62,90,83,10.26136529,56.24203279,26/09/2014 06:10
189,56,57,92,83,10.26136529,56.24203279,26/09/2014 06:15
190,55,55,94,78,10.26136529,56.24203279,26/09/2014 06:20
191,59,50,97,79,10.26136529,56.24203279,26/09/2014 06:25
192,56,54,101,83,10.26136529,56.24203279,26/09/2014 06:30
197,52,55,106,83,10.26136529,56.24203279,26/09/2014 06:35
194,50,52,103,82,10.26136529,56.24203279,26/09/2014 06:40
190,52,48,101,87,10.26136529,56.24203279,26/09/2014 06:45
191,48,48,102,88,10.26136529,56.24203279,26/09/2014 06:50
187,48,45,101,86,10.26136529,56.24203279,26/09/2014 06:55
185,44,42,99,88,10.26136529,56.24203279,26/09/2014 07:00
183,44,37,100,91,10.26136529,56.24203279,26/09/2014 07:05
188,44,40,97,92,10.26136529,56.24203279,26/09/2014 07:10
193,42,39,98,96,10.26136529,56.24203279,26/09/2014 07:15
198,42,43,103,96,10.26136529,56.24203279,26/09/2014 07:20
199,41,44,103,91,10.26136529,56.24203279,26/09/2014 07:25
199,46,47,106,94,10.26136529,56.24203279,26/09/2014 07:30
202,43,42,102,93,10.26136529,56.24203279,26/09/2014 07:35
203,40,47,105,90,10.26136529,56.24203279,26/09/2014 07:40
198,39,47,102,88,10.26136529,56.24203279,26/09/2014 07:45
199,40,50,105,93,10.26136529,56.24203279,26/09/2014 07:50
198,36,54,100,91,10.26136529,56.24203279,26/09/2014 07:55
196,41,56,99,95,10.26136529,56.24203279,26/09/2014 08:00
195,45,51,101,92,10.26136529,56.24203279,26/09/2014 08:05
195,48,49,105,91,10.26136529,56.24203279,26/09/2014 08:10
196,49,46,108,95,10.26136529,56.24203279,26/09/2014 08:15
191,48,43,112,98,10.26136529,56.24203279,26/09/2014 08:20
195,51,48,111,99,10.26136529,56.24203279,26/09/2014 08:25
194,49,44,114,97,10.26136529,56.24203279,26/09/2014 08:30
190,52,44,117,92,10.26136529,56.24203279,26/09/2014 08:35
187,47,48,122,94,10.26136529,56.24203279,26/09/2014 08:40
184,44,52,121,95,10.26136529,56.24203279,26/09/2014 08:45
189,48,51,116,94,10.26136529,56.24203279,26/09/2014 08:50
184,51,51,119,90,10.26136529,56.24203279,26/09/2014 08:55
183,46,51,114,92,10.26136529,56.24203279,26/09/2014 09:00
178,48,52,119,97,10.26136529,56.24203279,26/09/2014 09:05
182,52,50,118,101,10.26136529,56.24203279,26/09/2014 09:10
184,49,48,115,97,10.26136529,56.24203279,26/09/2014 09:15
189,49,46,117,93,10.26136529,56.24203279,26/09/2014 09:20
187,44,43,117,97,10.26136529,56.24203279,26/09/2014 09:25
188,45,48,114,102,10.26136529,56.24203279,26/09/2014 09:30
192,40,43,115,99,10.26136529,56.24203279,26/09/2014 09:35
190,43,38,120,96,10.26136529,56.24203279,26/09/2014 09:40
187,44,35,123,98,10.26136529,56.24203279,26/09/2014 09:45
189,41,40,120,103,10.26136529,56.24203279,26/09/2014 09:50
187,41,40,123,107,10.26136529,56.24203279,26/09/2014 09:55
183,43,39,128,105,10.26136529,56.24203279,26/09/2014 10:00
180,39,44,131,102,10.26136529,56.24203279,26/09/2014 10:05
181,36,46,134,104,10.26136529,56.24203279,26/09/2014 10:10
182,40,51,130,104,10.26136529,56.24203279,26/09/2014 10:15
187,45,53,130,102,10.26136529,56.24203279,26/09/2014 10:20
188,46,51,133,97,10.26136529,56.24203279,26/09/2014 10:25
183,42,48,138,95,10.26136529,56.24203279,26/09/2014 10:30
185,42,52,143,94,10.26136529,56.24203279,26/09/2014 10:35
186,40,56,138,96,10.26136529,56.24203279,26/09/2014 10:40
186,45,60,133,98,10.26136529,56.24203279,26/09/2014 10:45
182,49,62,135,101,10.26136529,56.24203279,26/09/2014 10:50
185,51,57,130,97,10.26136529,56.24203279,26/09/2014 10:55
186,54,52,135,93,10.26136529,56.24203279,26/09/2014 11:00
190,54,53,132,91,10.26136529,56.24203279,26/09/2014 11:05
185,57,54,129,92,10.26136529,56.24203279,26/09/2014 11:10
189,54,57,124,89,10.26136529,56.24203279,26/09/2014 11:15
193,55,54,129,85,10.26136529,56.24203279,26/09/2014 11:20
191,57,53,125,80,10.26136529,56.24203279,26/09/2014 11:25
187,52,51,129,79,10.26136529,56.24203279,26/09/2014 11:30
192,49,47,134,79,10.26136529,56.24203279,26/09/2014 11:35
197,54,46,133,80,10.26136529,56.24203279,26/09/2014 11:40
194,58,43,128,85,10.26136529,56.24203279,26/09/2014 11:45
192,63,45,129,81,10.26136529,56.24203279,26/09/2014 11:50
189,58,46,125,77,10.26136529,56.24203279,26/09/2014 11:55
191,53,49,123,72,10.26136529,56.24203279,26/09/2014 12:00
191,54,49,119,76,10.26136529,56.24203279,26/09/2014 12:05
195,57,52,115,72,10.26136529,56.24203279,26/09/2014 12:10
199,57,48,118,71,10.26136529,56.24203279,26/09/2014 12:15
200,52,44,118,76,10.26136529,56.24203279,26/09/2014 12:20
198,48,42,114,72,10.26136529,56.24203279,26/09/2014 12:25
194,47,46,110,67,10.26136529,56.24203279,26/09/2014 12:30
194,51,44,108,70,10.26136529,56.24203279,26/09/2014 12:35
197,52,47,105,65,10.26136529,56.24203279,26/09/2014 12:40
198,50,42,100,63,10.26136529,56.24203279,26/09/2014 12:45
193,50,39,100,66,10.26136529,56.24203279,26/09/2014 12:50
194,49,40,103,65,10.26136529,56.24203279,26/09/2014 12:55
199,52,39,98,65,10.26136529,56.24203279,26/09/2014 13:00
196,49,35,100,69,10.26136529,56.24203279,26/09/2014 13:05
194,48,39,101,67,10.26136529,56.24203279,26/09/2014 13:10
199,48,44,103,63,10.26136529,56.24203279,26/09/2014 13:15
195,47,39,103,60,10.26136529,56.24203279,26/09/2014 13:20
193,44,44,98,61,10.26136529,56.24203279,26/09/2014 13:25
196,49,45,97,57,10.26136529,56.24203279,26/09/2014 13:30
199,50,43,98,60,10.26136529,56.24203279,26/09/2014 13:35
198,50,43,93,63,10.26136529,56.24203279,26/09/2014 13:40
198,54,42,89,62,10.26136529,56.24203279,26/09/2014 13:45
193,58,46,84,60,10.26136529,56.24203279,26/09/2014 13:50
196,63,51,85,55,10.26136529,56.24203279,26/09/2014 13:55
201,62,55,80,56,10.26136529,56.24203279,26/09/2014 14:00
202,57,51,82,53,10.26136529,56.24203279,26/09/2014 14:05
197,57,54,86,57,10.26136529,56.24203279,26/09/2014 14:10
198,60,59,88,62,10.26136529,56.24203279,26/09/2014 14:15
198,63,63,89,64,10.26136529,56.24203279,26/09/2014 14:20
197,62,66,85,59,10.26136529,56.24203279,26/09/2014 14:25
198,65,71,83,59,10.26136529,56.24203279,26/09/2014 14:30
200,68,70,79,59,10.26136529,56.24203279,26/09/2014 14:35
